unit,category,label,score,color-label,color-truth,color-activation,color-intersect,color-iou,object-label,object-truth,object-activation,object-intersect,object-iou,part-label,part-truth,part-activation,part-intersect,part-iou,material-label,material-truth,material-activation,material-intersect,material-iou,scene-label,scene-truth,scene-activation,scene-intersect,scene-iou,texture-label,texture-truth,texture-activation,texture-intersect,texture-iou
72,object,road,0.15132140580194922,grey-c,159331282.0,3281954.0,1869861.0,0.011632585168751123,road,12902886.0,3205436.0,2117162.0,0.15132140580194922,crosswalk,241792.0,1075392.0,23949.0,0.018518676033358206,foliage,30325.0,25374.0,140.0,0.0025198437696862747,street-s,28111104.0,2125103.0,1567286.0,0.05466846833893749,,24924928.0,83765.0,77823.0,0.00312155171480177
258,part,wheel,0.14440685978114556,green-c,63326720.0,3338561.0,1495544.0,0.02294844307872533,grass,12961339.0,2963016.0,1479293.0,0.10240821396266765,wheel,1513439.0,1314237.0,356810.0,0.14440685978114556,food,1104928.0,117316.0,15208.0,0.012599458508279785,ball_pit-s,275968.0,848676.0,22566.0,0.020475864684713786,bumpy,2082304.0,333347.0,52150.0,0.022064725168299062
176,material,food,0.14221124027883028,orange-c,30348501.0,3289672.0,507115.0,0.015306332807120135,dog,3793935.0,1194693.0,216227.0,0.045307802089556176,muzzle,666221.0,582496.0,59107.0,0.04968603155656055,food,1104928.0,1445351.0,317523.0,0.14221124027883028,bakery-shop-s,715008.0,425062.0,64438.0,0.059907105775953116,waffled,1555456.0,179893.0,36378.0,0.021411783956288837
48,texture,honeycombed,0.14161698733381423,orange-c,30348501.0,3170856.0,665669.0,0.02026162176982992,dog,3793935.0,1441180.0,273968.0,0.05522271361844348,ear,784263.0,679218.0,54279.0,0.03851754397169462,food,1104928.0,422307.0,33937.0,0.02272620736115631,bakery-shop-s,715008.0,612785.0,30649.0,0.023628062882763978,honeycombed,1555456.0,957759.0,311763.0,0.14161698733381423
132,texture,cobwebbed,0.13716046533099438,blue-c,61494563.0,2925319.0,409963.0,0.006404679249789396,fountain,145557.0,1516263.0,21818.0,0.013303642312631326,body,1291612.0,285853.0,23823.0,0.015333648292206313,ceramic,679072.0,224138.0,7577.0,0.008459938389943201,labyrinth-outdoor-s,125440.0,773017.0,16766.0,0.01901573226901488,cobwebbed,1505280.0,958037.0,297117.0,0.13716046533099438
328,part,body,0.13582199874511047,yellow-c,34166024.0,2893508.0,247205.0,0.006715277738351069,airplane,1293178.0,1507087.0,248149.0,0.09723264929963998,body,1291612.0,802829.0,250454.0,0.13582199874511047,food,1104928.0,456900.0,38113.0,0.02501320785054948,wine_cellar-barrel_storage-s,263424.0,432377.0,21471.0,0.03184049352690819,freckled,1555456.0,387654.0,33132.0,0.017346796664673623
389,part,wheel,0.13560040238616336,black-c,139916835.0,3223628.0,938348.0,0.0065986922908987675,motorbike,1440771.0,1392559.0,229745.0,0.0882417896861443,wheel,1513439.0,858309.0,283207.0,0.13560040238616336,ceramic,679072.0,725810.0,36702.0,0.02682541770819629,wine_cellar-barrel_storage-s,263424.0,383532.0,6452.0,0.010073317262655658,spiralled,1605632.0,330903.0,52376.0,0.027798078612261492
425,part,screen,0.13419633154193492,black-c,139916835.0,2943607.0,1369762.0,0.009680934461548987,tvmonitor,1019561.0,1495239.0,207812.0,0.09007935888699897,screen,677188.0,696292.0,162508.0,0.13419633154193492,glass,2246777.0,748692.0,121978.0,0.042449410838593195,home_theater-s,313600.0,719948.0,17946.0,0.017670307856817925,,24924928.0,71820.0,65105.0,0.002611340135104614
447,object,dog,0.13266658282385874,white-c,72511065.0,3262268.0,659211.0,0.008776126012629157,dog,3793935.0,2618530.0,751077.0,0.13266658282385874,torso,7669375.0,2220047.0,652287.0,0.07061572662952312,fur,103280.0,463369.0,11954.0,0.02155058185128764,waterfall-block-s,326144.0,252678.0,6548.0,0.011442071455281907,matted,1593088.0,172170.0,25349.0,0.01456915275454061
109,part,wheel,0.13213577290247253,yellow-c,34166024.0,3202200.0,193476.0,0.005204500646514134,bicycle,1152271.0,1271730.0,191854.0,0.08595043247599732,wheel,1513439.0,534418.0,239013.0,0.13213577290247253,ceramic,679072.0,848621.0,62246.0,0.04247577701547719,jacuzzi-outdoor-s,125440.0,547123.0,15564.0,0.023689533774024003,spiralled,1605632.0,249147.0,58842.0,0.03276395552850685
113,object,airplane,0.1311769156074549,black-c,139916835.0,3090542.0,788994.0,0.005547763821783854,airplane,1293178.0,2419434.0,430533.0,0.1311769156074549,body,1291612.0,1721923.0,246079.0,0.08891884821294359,food,1104928.0,318015.0,8439.0,0.005966048876496637,landing_deck-s,338688.0,499528.0,24313.0,0.029872110067170162,,24924928.0,109439.0,81329.0,0.0032592824969849363
145,texture,freckled,0.13047082546963945,pink-c,18491188.0,3086654.0,143939.0,0.006715482476523291,cat,4163987.0,1316166.0,228284.0,0.043467192346191424,head,4946761.0,802782.0,335464.0,0.06196141578281366,metal,3462561.0,414781.0,41988.0,0.010947620480404156,jacuzzi-indoor-s,526848.0,328428.0,10719.0,0.012691860940114165,freckled,1555456.0,736889.0,264566.0,0.13047082546963945
436,texture,cobwebbed,0.12933553868250364,grey-c,159331282.0,2991043.0,953265.0,0.0059073591926482065,bus,1628191.0,1006367.0,64920.0,0.02526425901235894,body,1291612.0,217921.0,40464.0,0.027543975129827123,ceramic,679072.0,422981.0,25491.0,0.023678153232233722,ice_skating_rink-indoor-s,250880.0,534240.0,10011.0,0.012915602837794424,cobwebbed,1505280.0,756106.0,258982.0,0.12933553868250364
400,object,water,0.12601591574544924,blue-c,61494563.0,3093698.0,416455.0,0.006489688010338996,water,5662399.0,2218565.0,881983.0,0.12601591574544924,body,1291612.0,293325.0,39406.0,0.02549673866134034,food,1104928.0,423114.0,42227.0,0.028420092676409915,harbor-s,301056.0,933612.0,35829.0,0.02988641510661565,bubbly,1517824.0,233214.0,16029.0,0.009238568791285809
323,object,dog,0.1254638692049137,white-c,72511065.0,3446926.0,478458.0,0.006338910443444317,dog,3793935.0,2770898.0,731831.0,0.1254638692049137,torso,7669375.0,2493381.0,731902.0,0.07760718170379904,fur,103280.0,468030.0,13380.0,0.02398150305593891,hunting_lodge-indoor-s,125440.0,163774.0,2998.0,0.010474606590826505,matted,1593088.0,266055.0,35392.0,0.019406157967836617
224,object,dog,0.12459128844175146,brown-c,182265724.0,3366930.0,1094722.0,0.005932232946015674,dog,3793935.0,2895089.0,741064.0,0.12459128844175146,torso,7669375.0,2587624.0,730153.0,0.07664162934931455,fur,103280.0,399381.0,28986.0,0.06119385654721062,pasture-s,852992.0,188797.0,35934.0,0.03572483111382853,freckled,1555456.0,109193.0,5375.0,0.003239368543109818
3,texture,stratified,0.12332874420742554,orange-c,30348501.0,2915702.0,346137.0,0.010515107418522096,rock,1936429.0,1051227.0,39119.0,0.0132672576264093,hand,398768.0,163821.0,4640.0,0.008316172266640855,wood,9793596.0,414501.0,168468.0,0.016780301343804635,gulch-s,125440.0,513784.0,12884.0,0.020570297282626045,stratified,1568000.0,973638.0,279043.0,0.12332874420742554
225,texture,cobwebbed,0.1220417027232066,orange-c,30348501.0,2929451.0,258923.0,0.007841629746289632,pool table,435101.0,1036560.0,55152.0,0.03893515678333141,drawer,540514.0,251159.0,26686.0,0.03488425293501719,tile,3959469.0,676130.0,63694.0,0.013931610564961432,poolroom-home-s,1317120.0,687352.0,30364.0,0.015381124031714577,cobwebbed,1505280.0,324255.0,198994.0,0.1220417027232066
248,texture,honeycombed,0.12195496197347468,pink-c,18491188.0,3233162.0,176473.0,0.008189809139898098,bedclothes,1008092.0,721006.0,64268.0,0.03860334088165158,torso,7669375.0,207496.0,75173.0,0.009635466535618272,fabric,8548746.0,232603.0,141381.0,0.01636360227260101,auditorium-s,489216.0,224123.0,9301.0,0.013210934637050838,honeycombed,1555456.0,2042032.0,391042.0,0.12195496197347468
261,object,bird,0.12085530678948028,black-c,139916835.0,2619941.0,705688.0,0.004975552327427679,bird,1030707.0,1703828.0,294849.0,0.12085530678948028,wing,323329.0,1311676.0,58673.0,0.03722121989530124,fabric,8548746.0,339672.0,75977.0,0.008621561267757708,aquatic_theater-s,125440.0,263937.0,3580.0,0.009279491546072154,frilly,1618176.0,272404.0,39337.0,0.021248966235118783
130,object,dog,0.12075196609953084,black-c,139916835.0,3181893.0,1107847.0,0.007802240483316672,dog,3793935.0,2157407.0,641209.0,0.12075196609953084,muzzle,666221.0,1781557.0,219386.0,0.09845036241379435,fur,103280.0,336984.0,15455.0,0.03638105595691239,weighbridge-s,263424.0,319953.0,5232.0,0.009049632877565314,studded,1593088.0,532096.0,57857.0,0.02798638048068835
237,texture,honeycombed,0.11877177641366529,white-c,72511065.0,3359795.0,641106.0,0.008521973898784781,book,615007.0,1287933.0,66048.0,0.035956387201860535,pane,480756.0,306349.0,16745.0,0.0217365906848746,glass,2246777.0,602262.0,37505.0,0.013339692850948983,bookstore-s,401408.0,872692.0,38562.0,0.03121069525987869,honeycombed,1555456.0,757721.0,245573.0,0.11877177641366529
27,object,dog,0.11867392895006611,orange-c,30348501.0,3297966.0,330423.0,0.009917834182233642,dog,3793935.0,2268008.0,643078.0,0.11867392895006611,head,4946761.0,1885070.0,358147.0,0.05532352212434218,food,1104928.0,570867.0,60700.0,0.037582928558382016,pasture-s,852992.0,249108.0,21946.0,0.02031747324918484,waffled,1555456.0,329791.0,36065.0,0.01950321817971406
418,object,cat,0.118101543278268,pink-c,18491188.0,3074731.0,175680.0,0.008213091962179571,cat,4163987.0,2082777.0,659826.0,0.118101543278268,head,4946761.0,1825553.0,447133.0,0.07069094149242527,fur,103280.0,435294.0,7727.0,0.014555983174059565,hunting_lodge-indoor-s,125440.0,179729.0,3386.0,0.011219982570257433,freckled,1555456.0,179852.0,26996.0,0.015802733926823673
386,object,cat,0.11680612445292335,purple-c,10857154.0,3221068.0,116943.0,0.00837623830882543,cat,4163987.0,1568284.0,599535.0,0.11680612445292335,head,4946761.0,1091548.0,401117.0,0.07115546179729199,food,1104928.0,250577.0,36969.0,0.028037914778208557,field-cultivated-s,639744.0,317728.0,10065.0,0.010623734044608072,knitted,1856512.0,1092149.0,221818.0,0.08134608409798437
474,object,dog,0.11560164552622558,brown-c,182265724.0,3486565.0,1154615.0,0.006254764618540101,dog,3793935.0,2714485.0,674420.0,0.11560164552622558,torso,7669375.0,2345565.0,800394.0,0.08686201143279332,fur,103280.0,344445.0,16706.0,0.038759312234495455,bookstore-s,401408.0,272907.0,27237.0,0.04209229799189587,matted,1593088.0,341639.0,164245.0,0.09276852292200655
414,texture,striped,0.11558352064626558,black-c,139916835.0,3074424.0,686129.0,0.004821533840698505,motorbike,1440771.0,1479671.0,143328.0,0.05161041282424848,wheel,1513439.0,1086779.0,146783.0,0.059827547907321775,fur,103280.0,285585.0,4855.0,0.01264289992448113,auto_showroom-s,301056.0,274166.0,7778.0,0.013707079465110211,striped,2433536.0,979092.0,353576.0,0.11558352064626558
312,object,bird,0.11429457049907998,black-c,139916835.0,3029428.0,755307.0,0.00531192011958904,bird,1030707.0,2068076.0,317846.0,0.11429457049907998,head,4946761.0,1521499.0,303001.0,0.04914651598578421,fur,103280.0,337468.0,2648.0,0.006044282127368179,museum-indoor-s,577024.0,360749.0,8156.0,0.008773505648024938,scaly,1568000.0,378844.0,37545.0,0.01966428516434566
91,texture,striped,0.11327854948973132,black-c,139916835.0,3094211.0,671329.0,0.004716385659246463,cat,4163987.0,1590986.0,294360.0,0.05390603582418311,body,1291612.0,781324.0,77408.0,0.038790736085888046,metal,3462561.0,298721.0,16529.0,0.004413909275191181,amphitheater-s,275968.0,585479.0,8937.0,0.010483161487841784,striped,2433536.0,705020.0,319355.0,0.11327854948973132
56,part,screen,0.1116188352711217,blue-c,61494563.0,3078160.0,337503.0,0.005254173644925635,dog,3793935.0,1984877.0,509709.0,0.09673544054841972,screen,677188.0,1420758.0,210657.0,0.1116188352711217,glass,2246777.0,484808.0,73276.0,0.02756489181656459,office-s,1542912.0,479811.0,33828.0,0.017008439359543867,freckled,1555456.0,166379.0,10943.0,0.00639607877060621
444,object,sheep,0.111488234326541,orange-c,30348501.0,3074412.0,172885.0,0.005199544493616667,sheep,811669.0,1979079.0,279927.0,0.111488234326541,torso,7669375.0,1344588.0,533729.0,0.06293800383338478,food,1104928.0,412926.0,64208.0,0.04417031381780709,gulch-s,125440.0,423345.0,6980.0,0.0128828637609472,matted,1593088.0,483035.0,62803.0,0.031193749627480977
215,part,drawer,0.11109623610209313,orange-c,30348501.0,3484757.0,455470.0,0.013645901280216652,cabinet,5324231.0,955600.0,329674.0,0.055405932986306076,drawer,540514.0,621416.0,116179.0,0.11109623610209313,wood,9793596.0,1465766.0,168919.0,0.015231041717630215,kitchen-s,9006592.0,777181.0,369789.0,0.0392808188329192,bubbly,1517824.0,22985.0,1797.0,0.0011676322211912578
275,part,muzzle,0.11107580229196858,pink-c,18491188.0,3283829.0,127363.0,0.005883455084786555,dog,3793935.0,2467542.0,552303.0,0.09673956337641837,muzzle,666221.0,2085426.0,275086.0,0.11107580229196858,fur,103280.0,381267.0,11008.0,0.023246237374323967,cavern-indoor-s,163072.0,242572.0,3944.0,0.009818272342544185,freckled,1555456.0,357286.0,82292.0,0.04495725094922014
354,object,cat,0.11103605508252759,grey-c,159331282.0,3132721.0,905959.0,0.005607637834486285,cat,4163987.0,2326199.0,648624.0,0.11103605508252759,torso,7669375.0,1811513.0,715132.0,0.08158246704562619,fur,103280.0,341888.0,11528.0,0.026584263444331697,hut-s,137984.0,330663.0,10411.0,0.022719733936224996,matted,1593088.0,382106.0,84997.0,0.044967270607243585
387,texture,matted,0.11003944000892003,black-c,139916835.0,3059207.0,1055472.0,0.007437061449231778,dog,3793935.0,1950499.0,196202.0,0.03536297689065634,hair,1159565.0,1115645.0,157327.0,0.07428502896524501,fur,103280.0,230919.0,6059.0,0.018464679709879923,park-s,1179136.0,569486.0,14883.0,0.008584337088800563,matted,1593088.0,547340.0,212183.0,0.11003944000892003
7,object,airplane,0.10941031492220323,blue-c,61494563.0,3059571.0,363266.0,0.005659153884630443,airplane,1293178.0,1962178.0,321044.0,0.10941031492220323,body,1291612.0,946915.0,220292.0,0.10915081742215352,fabric,8548746.0,537748.0,191726.0,0.02155491857685327,bedroom-s,19167232.0,938997.0,332016.0,0.01679035216218213,,24924928.0,96437.0,71074.0,0.002848624090195982
315,texture,braided,0.1093310959010301,pink-c,18491188.0,2804602.0,93527.0,0.004411180070731129,cat,4163987.0,1130111.0,201216.0,0.03950926017920698,torso,7669375.0,738094.0,236763.0,0.028977055348705486,food,1104928.0,427064.0,17726.0,0.011706001455490648,theater-indoor_procenium-s,288512.0,284632.0,5130.0,0.009031467534250914,braided,1568000.0,864752.0,239762.0,0.1093310959010301
12,scene,ball_pit-s,0.10865435663891436,yellow-c,34166024.0,3058808.0,372167.0,0.01009878118719501,ball,122639.0,931199.0,55577.0,0.05567381676735843,muzzle,666221.0,378769.0,21634.0,0.021140248359319727,food,1104928.0,383947.0,33912.0,0.023307809202020944,ball_pit-s,275968.0,446562.0,70812.0,0.10865435663891436,honeycombed,1555456.0,1290564.0,236818.0,0.09076261630950766
370,texture,dotted,0.10769852583395692,yellow-c,34166024.0,3266505.0,237510.0,0.0063855324284146755,washer,211900.0,1261702.0,32349.0,0.0224450530198376,engine,96350.0,514188.0,9243.0,0.015371822483140552,food,1104928.0,525898.0,22762.0,0.014154909257342991,laundromat-s,363776.0,643544.0,41959.0,0.04346456921296799,dotted,2935296.0,882377.0,371182.0,0.10769852583395692
75,part,body,0.10768234996677745,red-c,21004512.0,2837514.0,169358.0,0.007154157697814205,bottle,940208.0,1593919.0,208275.0,0.08954783021447624,body,1291612.0,640515.0,187830.0,0.10768234996677745,food,1104928.0,543837.0,20077.0,0.012327100095291425,lighthouse-s,589568.0,677516.0,22814.0,0.018335248780409395,studded,1593088.0,301741.0,25529.0,0.013656983897715722
220,texture,cobwebbed,0.10718536913721569,green-c,63326720.0,3135061.0,355438.0,0.005376760895698012,bicycle,1152271.0,1866417.0,110336.0,0.03793763615958454,wheel,1513439.0,557998.0,52221.0,0.025862017733615423,brick,422313.0,212875.0,4035.0,0.0063930615872854904,rope_bridge-s,188160.0,826821.0,15532.0,0.01554056285013042,cobwebbed,1505280.0,823804.0,225476.0,0.10718536913721569
493,texture,freckled,0.10696587977426028,pink-c,18491188.0,3424308.0,369949.0,0.017170555010740735,person,14523849.0,1832917.0,1014821.0,0.06614682818899428,hair,1159565.0,1549265.0,236890.0,0.09583161403593939,skin,177664.0,744624.0,9423.0,0.010322446363920185,casino-indoor-s,652288.0,339427.0,18825.0,0.01934956675472047,freckled,1555456.0,259119.0,175342.0,0.10696587977426028
